ano,mes,data,plataforma,categoria,genero,titulo,reproducoes,tempo_medio_consumo,usuarios_ativos,assinaturas,avaliacao_media,receita_plataforma,horario_pico
2019,9,2019-09-01,Prime Video,Podcast,Ação,Podcast Tech,335342,79.2,100105,3481,4.27,897497.45,21:00
2019,9,2019-09-01,YouTube Music,Música,Comédia,Filme Solar,238917,38.6,305822,162343,3.29,3677022.29,21:00
2019,9,2019-09-01,Netflix,Filme,Comédia,Série Mistério,1461638,73.7,497915,197895,2.54,3353381.52,08:00
2019,9,2019-09-01,Disney+,Podcast,Tecnologia,Top Hits,1917317,48.5,437044,2557,3.47,2047455.58,08:00
2019,9,2019-09-01,Disney+,Série,Drama,Filme Solar,1160425,62.2,300519,123268,1.38,34673.62,18:00
2019,9,2019-09-01,Spotify,Podcast,Ação,Filme Solar,1890080,68.2,113589,21347,4.49,1729725.62,21:00
2019,10,2019-10-01,Disney+,Série,Ação,Filme Solar,1913103,56.2,477552,114962,1.3,1086916.86,08:00
2019,10,2019-10-01,Prime Video,Série,Ação,Série Mistério,460974,9.1,110974,162132,4.64,4350456.91,08:00
2019,10,2019-10-01,Spotify,Filme,Pop,Filme Solar,976283,37.9,224156,5607,2.59,1857939.13,21:00
2019,10,2019-10-01,Disney+,Filme,Comédia,Filme Solar,805855,40.2,40804,170779,2.08,2564910.34,21:00
2019,10,2019-10-01,Spotify,Podcast,Tecnologia,Podcast Tech,1203505,41.3,399777,169477,3.51,4458230.48,18:00
2019,10,2019-10-01,Netflix,Filme,Ação,Filme Solar,664323,34.6,472912,156217,3.5,821442.94,18:00
2019,10,2019-10-01,Disney+,Música,Tecnologia,Filme Solar,1043703,77.8,289976,43444,4.51,1133898.41,21:00
2019,10,2019-10-01,Prime Video,Podcast,Tecnologia,Série Mistério,1090915,29.2,280200,59997,4.99,4160882.14,21:00
2019,10,2019-10-01,Netflix,Série,Ação,Filme Solar,1177570,88.5,416603,129037,1.6,3039683.06,18:00
2019,10,2019-10-01,Prime Video,Série,Comédia,Série Mistério,1692998,17.7,327397,180279,2.74,376583.87,12:00
2019,10,2019-10-01,YouTube Music,Série,Ação,Podcast Tech,1283392,87.6,444997,127016,4.51,3708878.38,12:00
2019,10,2019-10-01,Disney+,Música,Ação,Top Hits,1438092,70.2,195984,26112,3.69,348915.55,08:00
2019,10,2019-10-01,YouTube Music,Filme,Tecnologia,Podcast Tech,997597,28.0,495727,184866,2.24,1621912.41,18:00
2019,10,2019-10-01,Netflix,Filme,Drama,Podcast Tech,195490,88.4,82223,163113,2.36,1153742.25,21:00
2019,10,2019-10-01,Prime Video,Filme,Ação,Série Mistério,1235854,36.8,270137,193478,3.67,3383195.25,21:00
2019,10,2019-10-01,Netflix,Música,Drama,Filme Solar,770611,18.9,392330,133038,4.11,1770746.48,21:00
2019,10,2019-10-01,YouTube Music,Música,Pop,Série Mistério,440928,14.1,372998,93615,2.84,927858.91,08:00
2019,10,2019-10-01,YouTube Music,Série,Drama,Top Hits,967948,38.4,95460,73796,1.69,1687133.31,18:00
2019,10,2019-10-01,YouTube Music,Podcast,Tecnologia,Série Mistério,1809834,13.2,57986,163481,2.18,3008632.67,18:00
2019,10,2019-10-01,Netflix,Música,Ação,Série Mistério,270420,8.1,287820,125332,3.32,274386.44,12:00
2019,10,2019-10-01,Netflix,Filme,Comédia,Top Hits,84489,47.0,47390,85789,3.12,2365273.0,18:00
2019,10,2019-10-01,Prime Video,Podcast,Comédia,Podcast Tech,230403,82.6,44791,197213,4.77,3765559.37,12:00
2019,10,2019-10-01,Spotify,Música,Ação,Top Hits,172048,42.5,224687,85876,2.09,2981258.89,12:00
2019,10,2019-10-01,YouTube Music,Podcast,Tecnologia,Série Mistério,1171521,6.2,364759,97308,1.43,4385547.17,08:00
2019,10,2019-10-01,Spotify,Música,Ação,Top Hits,1662595,12.7,199289,74101,3.85,2375599.26,21:00
2019,10,2019-10-01,YouTube Music,Podcast,Tecnologia,Top Hits,708304,62.1,43567,192787,3.64,763534.98,21:00
2019,10,2019-10-01,Prime Video,Filme,Comédia,Série Mistério,62800,77.8,164043,100208,1.7,2393921.1,08:00
2019,10,2019-10-01,YouTube Music,Podcast,Tecnologia,Série Mistério,1718428,58.6,448290,87342,2.14,3756152.06,18:00
2019,10,2019-10-01,Netflix,Filme,Tecnologia,Top Hits,379742,40.1,66252,53588,2.69,2160614.16,21:00
2019,10,2019-10-01,Disney+,Podcast,Comédia,Top Hits,1634146,9.3,421833,122993,3.39,3408483.01,08:00
2019,10,2019-10-01,Netflix,Filme,Ação,Podcast Tech,1824745,35.6,337259,183096,4.66,1266948.99,18:00
2019,10,2019-10-01,Netflix,Filme,Tecnologia,Podcast Tech,1050296,13.9,316759,19850,2.81,3189625.32,12:00
2019,10,2019-10-01,YouTube Music,Série,Comédia,Podcast Tech,884231,64.4,310964,106311,4.04,1333724.81,08:00
2019,10,2019-10-01,Prime Video,Série,Tecnologia,Série Mistério,1401931,30.2,442812,165273,2.61,257341.65,18:00
2019,10,2019-10-01,Spotify,Música,Drama,Podcast Tech,1110592,36.6,372238,39012,4.78,2412485.74,21:00
2019,10,2019-10-01,YouTube Music,Série,Drama,Podcast Tech,1755360,70.1,114358,155583,2.23,2146803.7,21:00
2019,10,2019-10-01,Disney+,Filme,Tecnologia,Série Mistério,1808244,89.1,166611,21755,3.79,4874331.89,12:00
2019,11,2019-11-01,Netflix,Filme,Tecnologia,Filme Solar,1327293,10.0,233291,65568,2.26,1179286.03,12:00
2019,11,2019-11-01,YouTube Music,Podcast,Comédia,Série Mistério,344762,60.0,34383,7048,3.7,808295.53,18:00
2019,11,2019-11-01,Disney+,Música,Pop,Série Mistério,1416655,80.3,400122,87810,4.68,2286323.43,08:00
2019,11,2019-11-01,Disney+,Música,Drama,Podcast Tech,788397,82.8,339494,158821,3.87,2411732.7,18:00
2019,11,2019-11-01,YouTube Music,Música,Ação,Filme Solar,107655,46.5,124606,153740,3.69,359999.94,21:00
2019,11,2019-11-01,Disney+,Música,Comédia,Filme Solar,787428,37.5,59521,15288,3.95,4570039.54,08:00
2019,11,2019-11-01,Disney+,Filme,Comédia,Podcast Tech,300579,73.0,467742,153132,3.34,4457307.56,08:00
2019,11,2019-11-01,Spotify,Podcast,Ação,Série Mistério,924062,29.4,400722,88783,3.61,1083662.17,08:00
2019,11,2019-11-01,YouTube Music,Filme,Pop,Top Hits,1127363,71.1,157373,34252,1.56,4982519.46,21:00
2019,11,2019-11-01,Disney+,Série,Comédia,Série Mistério,1215687,9.9,356104,63624,4.83,632631.99,18:00
2019,11,2019-11-01,Netflix,Música,Ação,Top Hits,766168,65.8,3307,58289,2.29,4440127.01,18:00
2019,11,2019-11-01,Disney+,Música,Ação,Top Hits,184859,42.3,197746,156152,2.98,4945218.72,12:00
2019,11,2019-11-01,Spotify,Série,Tecnologia,Podcast Tech,1175786,71.8,35512,138458,3.13,3211007.29,18:00
2019,11,2019-11-01,Disney+,Série,Tecnologia,Série Mistério,91846,36.3,170346,197104,3.9,2376157.68,21:00
2019,11,2019-11-01,Netflix,Série,Tecnologia,Podcast Tech,1988804,86.6,181379,57948,4.3,4428943.06,12:00
2019,11,2019-11-01,Spotify,Filme,Ação,Filme Solar,1049623,75.1,65424,195519,1.31,4617648.72,08:00
2019,11,2019-11-01,Spotify,Filme,Pop,Série Mistério,1743465,46.7,384306,115884,1.0,4830208.78,12:00
2019,11,2019-11-01,YouTube Music,Série,Drama,Podcast Tech,896564,66.7,454324,165250,2.88,3133482.4,12:00
2019,11,2019-11-01,Disney+,Podcast,Tecnologia,Filme Solar,438379,44.2,276753,134752,1.44,1148534.45,21:00
2019,11,2019-11-01,Disney+,Música,Comédia,Top Hits,1828110,24.4,359123,113654,4.75,3404693.18,08:00
2019,11,2019-11-01,YouTube Music,Série,Pop,Top Hits,1410246,64.0,414581,48208,2.43,245821.59,12:00
2019,11,2019-11-01,Disney+,Série,Comédia,Top Hits,96584,56.0,376954,197955,1.3,3355992.32,08:00
2019,11,2019-11-01,Prime Video,Série,Drama,Filme Solar,1971692,59.1,320789,193129,4.98,552293.62,21:00
2019,11,2019-11-01,YouTube Music,Podcast,Ação,Série Mistério,1097875,19.6,426349,171851,1.81,1316869.57,21:00
2019,11,2019-11-01,YouTube Music,Podcast,Comédia,Série Mistério,807955,84.9,470672,191664,3.87,293297.31,12:00
2019,11,2019-11-01,Netflix,Podcast,Drama,Podcast Tech,155976,10.4,348226,171566,2.34,35954.44,08:00
2019,11,2019-11-01,Netflix,Podcast,Ação,Top Hits,1508143,83.2,477883,9051,2.73,2907786.53,21:00
2019,11,2019-11-01,Disney+,Música,Tecnologia,Série Mistério,1118616,74.5,359173,45920,3.49,696112.02,12:00
2019,11,2019-11-01,YouTube Music,Podcast,Tecnologia,Série Mistério,579101,70.5,276433,157460,2.89,1918834.76,08:00
2019,11,2019-11-01,Spotify,Música,Ação,Podcast Tech,767724,56.4,283238,109320,1.47,1573023.01,08:00
2019,11,2019-11-01,Disney+,Filme,Pop,Top Hits,490928,42.8,154977,75396,4.57,3842174.7,12:00
2019,11,2019-11-01,Disney+,Série,Drama,Podcast Tech,1494873,75.5,267050,84463,2.65,354463.73,12:00
2019,11,2019-11-01,Spotify,Série,Pop,Filme Solar,1179697,12.8,277566,127916,3.81,1972146.74,21:00
2019,11,2019-11-01,YouTube Music,Filme,Tecnologia,Top Hits,430699,24.6,129959,181113,1.14,1626627.22,18:00
2019,11,2019-11-01,YouTube Music,Filme,Ação,Série Mistério,1942933,6.3,139829,119922,3.4,202576.78,12:00
2019,11,2019-11-01,Prime Video,Música,Drama,Filme Solar,773384,78.0,455638,12713,2.19,4039209.11,21:00
2019,11,2019-11-01,Spotify,Podcast,Comédia,Podcast Tech,1613313,18.4,255205,80888,1.64,1210430.4,12:00
2019,12,2019-12-01,Spotify,Podcast,Ação,Top Hits,200308,40.7,413029,32739,1.22,1960235.47,18:00
2019,12,2019-12-01,Spotify,Música,Comédia,Top Hits,1179122,89.0,122202,103707,3.04,298482.82,08:00
2019,12,2019-12-01,Spotify,Filme,Tecnologia,Série Mistério,1294642,43.3,152807,94707,4.07,2650458.27,21:00
2019,12,2019-12-01,YouTube Music,Filme,Ação,Série Mistério,967314,36.8,417626,70252,4.22,4907330.16,18:00
2019,12,2019-12-01,Prime Video,Podcast,Pop,Filme Solar,199575,44.1,145238,154582,3.08,393598.92,21:00
2019,12,2019-12-01,YouTube Music,Música,Comédia,Filme Solar,126431,24.3,391615,10194,3.6,1885701.62,08:00
2019,12,2019-12-01,Prime Video,Filme,Tecnologia,Série Mistério,1767129,61.6,404480,135766,1.73,2081926.72,08:00
2019,12,2019-12-01,YouTube Music,Série,Drama,Filme Solar,1150201,42.1,344036,187670,1.1,1106677.62,12:00
2019,12,2019-12-01,YouTube Music,Série,Drama,Podcast Tech,367212,20.6,303635,143268,4.08,669483.66,18:00
2019,12,2019-12-01,YouTube Music,Podcast,Tecnologia,Filme Solar,1639737,72.8,494910,3673,3.73,2454374.81,12:00
2019,12,2019-12-01,YouTube Music,Série,Pop,Podcast Tech,1613835,24.6,481874,34688,1.89,3517970.16,12:00
2019,12,2019-12-01,Netflix,Série,Drama,Filme Solar,1625188,35.2,474528,17156,2.12,2949526.16,21:00
2019,12,2019-12-01,Netflix,Filme,Ação,Top Hits,633196,73.4,304298,128436,4.82,4328655.68,21:00
2019,12,2019-12-01,Prime Video,Música,Comédia,Podcast Tech,1435589,82.0,187233,91155,2.08,4152021.15,18:00
2019,12,2019-12-01,Spotify,Música,Pop,Filme Solar,136655,19.1,381426,1902,4.17,2060089.27,21:00
2019,12,2019-12-01,Disney+,Série,Ação,Podcast Tech,1889805,16.8,250489,75640,3.18,3001308.28,21:00
2019,12,2019-12-01,Disney+,Música,Drama,Podcast Tech,1421971,40.1,398510,115903,2.34,3924210.54,08:00
2019,12,2019-12-01,Spotify,Podcast,Drama,Podcast Tech,168636,77.8,56932,66188,3.34,2113914.11,18:00
2019,12,2019-12-01,Spotify,Podcast,Ação,Podcast Tech,1901095,39.4,202147,189778,2.64,376256.9,18:00
2019,12,2019-12-01,Spotify,Música,Ação,Podcast Tech,21061,70.3,496015,171416,4.54,3329574.7,08:00
2019,12,2019-12-01,Disney+,Música,Tecnologia,Top Hits,1463367,35.9,50482,149659,4.38,4649873.94,12:00
2019,12,2019-12-01,YouTube Music,Série,Tecnologia,Série Mistério,256701,54.2,438789,140328,3.23,1762798.95,08:00
2019,12,2019-12-01,Prime Video,Música,Drama,Podcast Tech,180566,74.5,445409,155467,4.54,1982436.48,08:00
2019,12,2019-12-01,Spotify,Filme,Drama,Série Mistério,616653,46.8,464332,19041,1.5,4816605.62,12:00
2019,12,2019-12-01,Spotify,Música,Drama,Filme Solar,354928,31.1,362587,46032,2.15,4492557.73,12:00
2019,12,2019-12-01,Disney+,Podcast,Comédia,Série Mistério,925124,50.6,174106,125904,3.0,164244.28,21:00
2019,12,2019-12-01,Netflix,Música,Drama,Filme Solar,310408,41.2,332746,106951,1.63,3612441.64,12:00
2019,12,2019-12-01,Spotify,Música,Ação,Filme Solar,815454,52.1,220000,193448,4.96,3873840.24,18:00
2019,12,2019-12-01,Netflix,Série,Tecnologia,Série Mistério,1271641,43.6,365355,25170,2.46,4257982.55,12:00
2019,12,2019-12-01,YouTube Music,Música,Ação,Filme Solar,340299,6.3,380831,6418,3.97,3998053.53,12:00
2019,12,2019-12-01,YouTube Music,Música,Ação,Filme Solar,953719,50.7,457541,7663,4.22,568794.27,08:00
2019,12,2019-12-01,Disney+,Filme,Comédia,Série Mistério,1899333,54.5,416040,95105,4.05,3389110.7,08:00
2019,12,2019-12-01,Spotify,Música,Comédia,Filme Solar,1488466,74.3,30611,113852,2.62,4136504.06,18:00
2019,12,2019-12-01,Spotify,Podcast,Comédia,Série Mistério,1807308,78.2,100916,83172,4.9,4855693.3,21:00
2019,12,2019-12-01,Netflix,Filme,Drama,Podcast Tech,1759497,86.9,423018,1493,2.47,159851.53,08:00
2019,12,2019-12-01,Netflix,Música,Ação,Filme Solar,1479958,85.3,241737,51562,2.21,1339558.82,08:00
2019,12,2019-12-01,Disney+,Série,Comédia,Filme Solar,1521341,43.5,92607,144816,1.07,3438736.72,21:00
2020,1,2020-01-01,YouTube Music,Música,Drama,Série Mistério,94536,57.4,227696,125227,1.76,90292.87,08:00
2020,1,2020-01-01,YouTube Music,Música,Drama,Filme Solar,171029,72.6,485907,121478,3.79,736613.98,08:00
2020,1,2020-01-01,Netflix,Série,Comédia,Série Mistério,1444189,13.9,498534,24850,4.36,3130168.5,21:00
2020,1,2020-01-01,Disney+,Música,Drama,Podcast Tech,1692023,10.9,315506,26922,4.36,4073483.0,18:00
2020,1,2020-01-01,Netflix,Podcast,Ação,Podcast Tech,1240929,44.1,206204,195671,4.22,3410207.28,18:00
2020,1,2020-01-01,Spotify,Música,Pop,Top Hits,469891,73.3,180334,184048,1.49,1603229.81,18:00
2020,1,2020-01-01,Disney+,Música,Tecnologia,Top Hits,330560,12.5,145527,184514,2.93,1803947.01,08:00
2020,1,2020-01-01,Prime Video,Filme,Tecnologia,Top Hits,1331480,82.5,154632,16136,3.93,2941356.31,21:00
2020,1,2020-01-01,Netflix,Filme,Tecnologia,Filme Solar,816348,85.9,404818,105586,3.37,3104373.76,18:00
2020,1,2020-01-01,Disney+,Filme,Ação,Série Mistério,1912836,46.4,49931,144187,3.52,410202.45,12:00
2020,1,2020-01-01,Netflix,Música,Drama,Top Hits,404932,50.4,108724,45652,4.88,1500488.48,18:00
2020,1,2020-01-01,Spotify,Música,Drama,Podcast Tech,1980224,51.2,474147,123423,2.0,3889494.83,08:00
2020,1,2020-01-01,YouTube Music,Música,Comédia,Série Mistério,1651515,68.1,181569,153908,2.57,2370295.69,12:00
2020,1,2020-01-01,Disney+,Série,Comédia,Top Hits,1338291,87.3,335056,50120,4.25,4641232.18,08:00
2020,1,2020-01-01,Disney+,Filme,Tecnologia,Filme Solar,558406,24.5,396013,101328,3.2,1297451.47,21:00
2020,1,2020-01-01,Spotify,Série,Comédia,Filme Solar,138744,40.8,10903,51495,1.8,18833.61,08:00
2020,1,2020-01-01,Prime Video,Série,Tecnologia,Filme Solar,484565,67.8,284867,66673,3.62,2034588.75,18:00
2020,1,2020-01-01,Netflix,Podcast,Drama,Top Hits,1827468,73.1,461291,177324,2.0,4968234.69,12:00
2020,1,2020-01-01,YouTube Music,Série,Comédia,Série Mistério,1160737,33.6,390782,183594,3.45,1140856.87,08:00
2020,1,2020-01-01,Disney+,Podcast,Pop,Podcast Tech,1496948,10.7,197250,91041,1.02,3255176.13,18:00
2020,1,2020-01-01,Disney+,Série,Comédia,Top Hits,1967127,84.7,338940,161753,1.23,3009400.77,12:00
2020,1,2020-01-01,Prime Video,Podcast,Pop,Série Mistério,1502310,6.9,474943,169352,2.29,310335.21,21:00
2020,1,2020-01-01,Disney+,Filme,Tecnologia,Podcast Tech,1390363,48.0,54375,145343,2.19,2830381.06,18:00
2020,1,2020-01-01,Disney+,Série,Ação,Filme Solar,1727978,6.3,312327,192073,4.34,2000860.38,12:00
2020,1,2020-01-01,Prime Video,Podcast,Ação,Filme Solar,958700,84.3,126992,199062,2.16,283340.62,21:00
2020,1,2020-01-01,Spotify,Podcast,Comédia,Filme Solar,1980893,48.2,183746,61869,4.58,2408371.38,18:00
2020,1,2020-01-01,Netflix,Série,Pop,Top Hits,1778723,45.0,55572,39510,4.73,4655144.27,21:00
2020,1,2020-01-01,Netflix,Série,Ação,Podcast Tech,1368723,61.6,437191,151703,2.25,2945925.42,12:00
2020,1,2020-01-01,Disney+,Podcast,Comédia,Top Hits,1044760,37.0,109019,12822,2.58,4588328.03,21:00
2020,1,2020-01-01,Netflix,Música,Pop,Filme Solar,1031686,81.4,30097,144546,1.4,115521.27,08:00
2020,1,2020-01-01,YouTube Music,Série,Pop,Filme Solar,1994115,29.2,402177,96802,1.28,4608422.0,18:00
2020,1,2020-01-01,YouTube Music,Série,Ação,Podcast Tech,1261411,56.8,220525,99601,4.23,4728318.44,08:00
2020,1,2020-01-01,Spotify,Série,Ação,Filme Solar,998265,52.1,333565,148366,4.76,2618944.14,08:00
2020,1,2020-01-01,Disney+,Podcast,Pop,Série Mistério,1415327,44.2,41178,98332,3.23,1762588.38,08:00
2020,1,2020-01-01,Spotify,Podcast,Ação,Série Mistério,1605961,30.9,201482,40513,2.2,1389175.74,08:00
2020,1,2020-01-01,YouTube Music,Música,Ação,Série Mistério,386684,84.6,344235,98390,1.03,1073621.88,21:00
2020,1,2020-01-01,YouTube Music,Podcast,Drama,Top Hits,237003,22.6,409114,183069,1.67,3426595.49,21:00
2020,2,2020-02-01,Netflix,Podcast,Tecnologia,Filme Solar,1808936,82.3,407557,157629,4.59,3178305.13,08:00
2020,2,2020-02-01,Prime Video,Filme,Comédia,Podcast Tech,1950386,18.5,57507,171469,4.08,3901403.76,18:00
2020,2,2020-02-01,Prime Video,Música,Comédia,Top Hits,1614594,21.1,165469,120299,4.16,958027.84,08:00
2020,2,2020-02-01,Disney+,Podcast,Tecnologia,Filme Solar,880107,89.5,61258,23257,2.66,862483.46,18:00
2020,2,2020-02-01,YouTube Music,Filme,Pop,Série Mistério,1269375,25.9,480615,32794,1.26,3392991.55,21:00
2020,2,2020-02-01,Netflix,Filme,Pop,Top Hits,126322,61.4,476810,57054,4.42,3323556.0,12:00
2020,2,2020-02-01,Spotify,Música,Comédia,Série Mistério,1892769,61.0,470286,177105,1.55,1062095.07,21:00
2020,2,2020-02-01,YouTube Music,Podcast,Tecnologia,Filme Solar,799013,85.5,58564,70249,4.29,2383909.17,08:00
2020,2,2020-02-01,Spotify,Música,Tecnologia,Top Hits,559684,57.9,464056,49986,3.86,3096199.49,21:00
2020,2,2020-02-01,Disney+,Filme,Drama,Top Hits,782833,85.5,232690,42564,1.91,286820.59,12:00
2020,2,2020-02-01,Netflix,Podcast,Drama,Top Hits,162207,70.9,255893,156686,3.46,431671.99,08:00
2020,2,2020-02-01,YouTube Music,Podcast,Ação,Filme Solar,1402383,77.7,177019,41221,1.71,1207391.88,08:00
2020,2,2020-02-01,Prime Video,Música,Tecnologia,Top Hits,319432,19.8,174216,187135,1.44,2448089.1,21:00
2020,2,2020-02-01,Prime Video,Filme,Comédia,Top Hits,327662,53.6,238087,20225,4.73,3171030.88,18:00
2020,2,2020-02-01,Disney+,Música,Pop,Série Mistério,856036,44.1,200516,99207,2.83,2294135.82,18:00
2020,2,2020-02-01,Disney+,Música,Ação,Top Hits,1150524,55.9,471700,116451,4.53,1811789.49,08:00
2020,2,2020-02-01,Disney+,Podcast,Pop,Filme Solar,95746,45.2,152390,134131,2.02,3306893.23,21:00
2020,2,2020-02-01,Prime Video,Série,Ação,Podcast Tech,1740357,83.8,397436,77433,1.65,766208.42,18:00
2020,2,2020-02-01,Netflix,Série,Pop,Podcast Tech,451396,26.6,119680,172654,3.56,3961905.55,08:00
2020,2,2020-02-01,Disney+,Série,Drama,Filme Solar,438417,25.0,218384,120490,2.23,2263658.86,08:00
2020,2,2020-02-01,Disney+,Série,Tecnologia,Podcast Tech,1268227,25.2,52177,5267,3.01,3538542.27,18:00
2020,2,2020-02-01,Spotify,Música,Comédia,Série Mistério,117543,33.0,407555,38343,3.68,2989964.63,08:00
2020,2,2020-02-01,Prime Video,Podcast,Drama,Série Mistério,1606499,6.6,135157,189784,1.46,729714.11,08:00
2020,2,2020-02-01,YouTube Music,Música,Drama,Série Mistério,1274588,58.3,499876,136099,1.53,659565.61,21:00
2020,2,2020-02-01,Netflix,Podcast,Comédia,Podcast Tech,975361,43.6,285775,149922,2.37,4262731.0,21:00
2020,2,2020-02-01,Netflix,Filme,Ação,Podcast Tech,218479,73.8,271597,34596,4.0,65012.29,18:00
2020,2,2020-02-01,YouTube Music,Podcast,Drama,Top Hits,597086,22.6,327795,75857,4.07,3205669.59,12:00
2020,2,2020-02-01,Netflix,Filme,Tecnologia,Podcast Tech,1145005,89.1,73756,96100,2.82,1536125.23,18:00
2020,2,2020-02-01,Disney+,Filme,Tecnologia,Série Mistério,1202192,33.1,49350,107708,1.29,2736434.88,08:00
2020,2,2020-02-01,Prime Video,Música,Drama,Top Hits,357939,86.8,138007,79306,3.82,156225.06,08:00
2020,2,2020-02-01,Prime Video,Série,Ação,Podcast Tech,123584,77.0,23146,159582,4.35,275312.27,21:00
2020,2,2020-02-01,Netflix,Filme,Comédia,Filme Solar,1805967,68.4,149988,48327,4.51,687836.25,08:00
2020,2,2020-02-01,Prime Video,Série,Drama,Top Hits,1469500,73.8,370485,41735,2.49,3793318.29,08:00
2020,2,2020-02-01,Disney+,Podcast,Comédia,Série Mistério,280713,71.9,132268,192435,2.21,1496274.32,18:00
2020,2,2020-02-01,YouTube Music,Música,Comédia,Podcast Tech,906250,17.4,111855,55384,1.58,1283554.67,12:00
2020,2,2020-02-01,Prime Video,Música,Pop,Filme Solar,1176000,52.1,410710,46306,1.23,4186474.48,08:00
2020,2,2020-02-01,YouTube Music,Música,Ação,Filme Solar,1046404,25.7,132524,125712,3.62,2314741.91,08:00
2020,3,2020-03-01,Netflix,Filme,Comédia,Podcast Tech,325584,44.7,188813,130594,3.33,2537211.16,12:00
2020,3,2020-03-01,Prime Video,Filme,Tecnologia,Série Mistério,459972,65.2,408489,163674,1.54,4128699.11,08:00
2020,3,2020-03-01,Prime Video,Podcast,Ação,Top Hits,108647,42.0,67458,29887,1.02,3374826.56,21:00
2020,3,2020-03-01,Disney+,Podcast,Comédia,Série Mistério,260574,59.6,79062,178814,3.41,1260236.2,12:00
2020,3,2020-03-01,Spotify,Série,Pop,Filme Solar,1260461,7.7,178735,15282,3.88,1059977.6,12:00
2020,3,2020-03-01,Disney+,Música,Comédia,Série Mistério,861813,57.7,88259,98742,1.83,3469015.85,12:00
2020,3,2020-03-01,Prime Video,Série,Drama,Filme Solar,100492,30.3,35321,196178,3.15,1840354.16,08:00
2020,3,2020-03-01,YouTube Music,Música,Comédia,Podcast Tech,1964671,51.7,153026,182911,1.97,2191230.3,18:00
2020,3,2020-03-01,Disney+,Podcast,Drama,Série Mistério,1610669,61.1,163997,98595,2.37,1065377.41,18:00
2020,3,2020-03-01,YouTube Music,Série,Tecnologia,Série Mistério,1495129,22.2,466546,150802,2.15,4709990.15,12:00
2020,3,2020-03-01,Spotify,Série,Comédia,Filme Solar,1020974,48.2,308637,77033,1.92,4972427.65,12:00
2020,3,2020-03-01,Netflix,Podcast,Drama,Podcast Tech,500430,51.0,354591,177442,4.05,4243899.61,18:00
2020,3,2020-03-01,Prime Video,Série,Drama,Podcast Tech,1559944,37.5,476224,146888,1.36,4913671.32,21:00
2020,3,2020-03-01,Disney+,Filme,Drama,Filme Solar,1199201,23.8,440274,137618,4.4,3688682.8,12:00
2020,3,2020-03-01,Spotify,Podcast,Pop,Podcast Tech,1162879,17.8,131748,105126,3.63,2356673.51,18:00
2020,3,2020-03-01,Spotify,Podcast,Pop,Podcast Tech,650611,63.5,178750,54217,1.55,311743.29,21:00
2020,3,2020-03-01,Prime Video,Série,Drama,Podcast Tech,508274,71.9,490601,186288,1.23,3479261.06,12:00
2020,3,2020-03-01,Spotify,Música,Comédia,Podcast Tech,779750,9.9,43025,30752,2.44,2523286.53,08:00
2020,3,2020-03-01,Disney+,Filme,Pop,Podcast Tech,729474,47.3,199933,52283,3.19,1278714.57,21:00
2020,3,2020-03-01,Prime Video,Série,Drama,Podcast Tech,207787,82.8,343039,38084,2.31,879999.01,12:00
2020,3,2020-03-01,YouTube Music,Podcast,Drama,Top Hits,95548,88.5,389451,168666,4.57,484590.71,08:00
2020,3,2020-03-01,Spotify,Filme,Drama,Top Hits,1591116,75.4,281088,160601,1.26,148583.41,21:00
2020,3,2020-03-01,Spotify,Série,Ação,Filme Solar,1285738,19.8,40044,6643,4.91,2856997.01,21:00
2020,3,2020-03-01,Netflix,Filme,Pop,Podcast Tech,992123,7.2,460644,75661,2.26,2464204.9,18:00
2020,3,2020-03-01,Prime Video,Música,Tecnologia,Série Mistério,1804790,60.5,54227,198140,2.83,3073467.58,21:00
2020,3,2020-03-01,Disney+,Podcast,Drama,Série Mistério,1069720,11.0,79422,27111,2.46,4376628.44,12:00
2020,3,2020-03-01,Disney+,Música,Pop,Top Hits,1736216,17.6,231915,63914,1.6,1056500.54,18:00
2020,3,2020-03-01,Disney+,Podcast,Pop,Top Hits,1113356,30.5,19083,131892,1.42,2379292.31,18:00
2020,3,2020-03-01,Spotify,Série,Comédia,Top Hits,1879688,12.5,353926,180193,3.49,2914329.66,12:00
2020,3,2020-03-01,Disney+,Série,Pop,Filme Solar,926069,31.0,268774,25472,4.33,278411.8,08:00
2020,3,2020-03-01,YouTube Music,Música,Pop,Filme Solar,1182390,74.4,401653,27779,2.53,61573.59,12:00
2020,3,2020-03-01,YouTube Music,Música,Comédia,Filme Solar,1061023,19.5,261761,62774,1.99,1469910.76,18:00
2020,3,2020-03-01,Prime Video,Série,Tecnologia,Série Mistério,585381,83.2,22512,32350,3.57,182647.03,18:00
2020,3,2020-03-01,Disney+,Música,Comédia,Podcast Tech,191076,54.0,177357,179791,3.64,865553.67,18:00
2020,3,2020-03-01,Netflix,Podcast,Ação,Filme Solar,1850960,47.3,93548,14334,4.55,1590176.19,21:00
2020,3,2020-03-01,Disney+,Podcast,Tecnologia,Série Mistério,1640211,9.9,198937,60633,1.16,3261068.88,12:00
2020,3,2020-03-01,Prime Video,Podcast,Drama,Filme Solar,971580,27.8,193930,5636,4.5,1986600.55,08:00
2020,4,2020-04-01,Spotify,Música,Pop,Top Hits,463503,82.3,92774,159197,3.17,3611166.81,08:00
2020,4,2020-04-01,YouTube Music,Série,Pop,Série Mistério,851290,87.5,158517,4718,1.39,62193.15,08:00
